Key,Language,Search Engine,Publication Year,Author,Title,Journal,Pages,Issue,Volume,Notes from Screening,Screened by,Study Area Region,Study Area Continent,Studied Taxa - Kingdom,Studied Taxa - Phylum,Studied Taxa - Class,Studied Taxa - Order,Studied Taxa - Family,Studied Taxa - Genus,Study Taxa - Species,Species of Conservation Concern?,Non-Native Species?,Topic Notes (if other),Analyses Notes (if other),Data Type Notes (if other),iNaturalist Data Role,iNaturalist Projects,No tags because,Notes,Entered by,Assigned to,Study Area Country,Paper Topic,Analyses Conducted,iNaturalist Data Type
PHMU3APT,english,Google Scholar,2022,"Boano, Giovanni; Belemsobgo, Urbain; Silvano, Fabrizio; Hema, Emmanuel M; Belemsobgo, Aristide; Dimobe, Kangbéni; Pavia, Marco",An annotated checklist of the birds of Burkina Faso,Zoosystema,27–107,2,44,NA,Sam,NA,North America,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,NA,No,No,Human health,NA,Observations timeline and phenological summaries,Minor Data Source,No,NA,NA,Flo,Levi,Mexico,"Biology/Behavior,
Other",Descriptive,Other
PI4G37CS,english,Google Scholar,2022,"Niers, Tom; Stenkamp, Jan; Jakuschona, Nick Pascal; Bartoschek, Thomas; Schade, Sven",Benchmarking Invasive Alien Species Image Recognition Models for a Citizen Science Based Spatial Distribution Monitoring,AGILE: GIScience Series,10,2,3,NA,Brittany,Global,South America,"Animalia, Plantae",Chordata,Reptilia,Squamata,Colubridae,Drymarchon,corais,No,Yes,NA,NA,NA,Main Data Source,Yes,NA,NA,Jackson,Jackson,Ecuador,Data Quality/Comparison,Image Analysis,"Imagery, Identification Data"
PI4QX2KT,english,Google Scholar,2022,"Pedruzzi, Luca; Schertler, Anna; Giuntini, Silvia; Leggiero, Ivan; Mori, Emiliano","An update on the distribution of the coypu, Myocastor coypus, in Asia and Africa through published literature, citizen-science and online platforms",Mammalian Biology,109–118,1,102,NA,Brittany,Cedros Island Baja California,North America,Plantae,Tracheophyta,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,Main Data Source,No,NA,NA,Flo,Mark,Mexico,"Species Distribution/Range,
Data Quality/Comparison",Descriptive,"Observation Data,
Identification Data"
PIPBSTAM,english,Google Scholar,2018,"Foltz, David A; Sadecky, Nicole M; Myers, Greg A; Fetzner Jr, James W; Welsh, Stuart A; Stocker, G Whitney; Glon, Mael G; Thoma, Roger F","Cambarus loughmani, a new species of crayfish (Decapoda: Cambaridae) endemic to the pre-glacial Teays River Valley in West Virginia, USA",Journal of Natural History,2875–2897,45-46,52,NA,Corey,West Virginia,North America,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Cambarus,loughmani,No,No,NA,NA,NA,Major Data Source,No,NA,"I selected major for this, because iNaturalist showed the authors were to find the population.",Levi,Levi,United States of America,"Species Discovery, Biology/Behavior",Descriptive,Observation Data
PIXUV79T,english,Google Scholar,2018,"Svoboda, Harlan T; Harris, AJ","Contributions toward understanding the biodiversity of Passiflora in North America: Updates and a new combination from the Baja California Peninsula, Mexico and vicinity",Journal of systematics and evolution,550–561,5,56,NA,Corey,Baja California Peninsula,North America,Plantae,Arthropoda,Insecta,Odonata,Passifloraceae,NA,NA,Yes,No,NA,NA,NA,Minor Data Source,No,NA,"The project is https://www.inaturalist.org/projects/biodiversidad-de-las-lagunas-de-ambroz-y-su-entorno. Difficult to know how many records from iNat they used, but in any case it could be consider Major",Levi,Levi,Mexico,"Species Distribution/Range, Biology/Behavior","Descriptive, Species Distribution",Observation Data
PJ7N9WHP,english,Google Scholar,2022,"Gary, Demi M; Mougey, Krista; McIntyre, Nancy E; Griffis-Kyle, Kerry L",Species as conservation umbrellas: A case study with lesser prairie-chicken (Tympanuchus pallidicinctus) in the southern Great Plains of North America,Global Ecology and Conservation,e02256,NA,38,NA,Brittany,Southern Great Plains,North America,Animalia,Chordata,Aves,Galliformes,Phasianidae,Tympanuchus,pallidicinctus,Yes,No,NA,Degree of establishment of species,NA,Minor Data Source,No,NA,NA,Shawan,Shawan,United States of America,Species Distribution/Range,Species Distribution,Observation Data
PJJI6YGG,english,Google Scholar,2021,"R\UUŽIČKA, Jan","New records of carrion beetles (Coleoptera: Silphidae) from Bangladesh, India and Nepal NovÃ© Ãºdaje o mrchoÅ¾routovitá»³ch broucÃ­ch (Coleoptera: Silphidae) z BangladÃ©Å¡e, Indie a NepÃ¡lu",Klapalekiana,137-145,2,57,NA,Jackson,San Luis Potos�,Asia,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,NA,NA,Yes,Yes,NA,NA,NA,Minor Data Source,No,NA,"Title was wrong, fixed it",Thomas,Thomas,"Bangladesh, India, Nepal",Species Distribution/Range,Species Distribution,Observation Data
PJSE7GTH,english,Google Scholar,2022,"Bargnesi, Filippo; Moro, Stefano; Leone, Agostino; Giovos, Ioannis; Ferretti, Francesco",New technologies can support data collection on endangered shark species in the Mediterranean Sea,Marine Ecology Progress Series,57–76,25,689,NA,Brittany,"Iberian Peninsula, Balearic Island, Canary Island",Europe,Plantae,Tracheophyta,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,Main Data Source,Yes,NA,The projects are Save the Iberian Flora (SIF) y Save the Canarian Flora (SACAF),Flo,Mark,Spain,"Education/Community Engagement,
Biodiversity/Population Assessment,
Data Quality/Comparison",Descriptive,"Observation Data,
Identification Data"
PJYAGYZW,english,Google Scholar,2018,"Pocock, Michael JO; Chandler, Mark; Bonney, Rick; Thornhill, Ian; Albin, Anna; August, Tom; Bachman, Steven; Brown, Peter MJ; Cunha, Davi Gasparini Fernandes; Grez, Audrey; others",A vision for global biodiversity monitoring with citizen science,Advances in ecological research,169–223,NA,59,NA,Corey,NA,Europe,Plantae,Tracheophyta,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Could Not Determine,Yes,NA,This is an overview paper of citizen science approaches and benefits.,Levi,Levi,Spain,"Education/Community Engagement, Data Quality/Comparison, Climate Change/Environmental Impact",Review,None or Could Not Determine
PJYHTAPN,english,Google Scholar,2022,"Howard, Leif; van Rees, Charles B; Dahlquist, Zoe; Luikart, Gordon; Hand, Brian K",A review of invasive species reporting apps for citizen science and opportunities for innovation,NeoBiota,165–188,80,71,In doubt: they cite records from iNat but they mention that they might be misidentified. Brittany: keep for now,Brittany,National Park of Sierra de Guadarrama,Europe,Plantae,Tracheophyta,NA,NA,NA,NA,NA,No,Yes,Platform comparision,NA,NA,Major Data Source,No,NA,NA,Brittany,Brittany,Spain,"Data Quality/Comparison, Other",Review,None or Could Not Determine
PMVFAWEJ,english,Google Scholar,2023,"Tolley, Krystal A; Telford, Nicolas S; Makhubo, Buyisile G; Power, R John; Alexander, Graham J","Filling the gap: Noteworthy herpetological discoveries in North West Province, South Africa",Zoosystematics and Evolution,101–116,1,99,The journal's website is down; Brittany: I got acess and this seems potentially relevant,Brittany,NA,Africa,Animalia,Chordata,"Reptilia, Amphibia",NA,NA,NA,NA,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Jackson,Jackson,South Africa,Species Distribution/Range,Descriptive,Observation Data
PN3RLNIX,english,Google Scholar,2021,"Lane, Daniel F; Aponte Justiniano, Miguel Angel; Terrill, Ryan S; Rheindt, Frank E; Klicka, Luke B; Rosenberg, Gary H; Schmitt, C Jonathan; Burns, Kevin J","A new genus and species of tanager (Passeriformes, Thraupidae) from the lower Yungas of western Bolivia and southern Peru",The Auk,ukab059,4,138,NA,Shawn,Lower Yungas,South America,"Animalia, Plantae","Arthropoda, Tracheophyta","Liliopsida, Magnoliopsida, Insecta",Lepidoptera,NA,NA,NA,No,No,NA,NA,NA,Minor Data Source,No,NA,"Difficult to know how many records from iNat they used, but in any case it could be consider Minor. The correct title is ""Adiciones y correcciones a la lista sistema?tica de hetero?ceros (Lepidoptera) de A?lava (Espan?a)""",Simon,Simon,"Bolivia, Peru",Biology/Behavior,Descriptive,Observation Data
PNMGGZDR,english,Google Scholar,2020,"Reyes, Justo A; Lira-Noriega, Andrés",Current and future global potential distribution of the fruit fly Drosophila suzukii (Diptera: Drosophilidae),The Canadian Entomologist,587–599,4,152,In doubt: they downloaded data from iNat but it's not clear if they use it. Brittany: keep as relevant for now,Flo,NA,"North America, Asia, Europe",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosphila,suzukii,No,Yes,NA,NA,NA,Minor Data Source,No,NA,"Difficult to know how many records from iNat they used, but in any case it could be consider Minor",Baasanmunkh,Munkh,NA,"Climate Change/Environmental Impact, Species Distribution/Range",Species Distribution,Observation Data
PNQTE62W,english,Google Scholar,2022,"Toth, Timea; Bauer, David; Sukosd, Farkas; Horvath, Peter",Fisheye transformation enhances deep-learning-based single-cell phenotyping by including cellular microenvironment,Cell Reports Methods,100339,12,2,NA,Brittany,NA,South America,Animalia,Chordata,Reptilia,Squamata,Viperidae,Lachesis,acrochorda,No,No,AI detection model,NA,NA,Minor Data Source,No,NA,NA,Corey,Corey,Colombia,Other,Image Analysis,Imagery
PQNCSG2K,english,Google Scholar,2022,"Goodman, Aaron; Allen, Jonah; Brim, Jinna; Codella, Alessa; Hahn, Brittney; Jojo, Hassan; BondocGawa Mafla-Mills, Zoila; Bondoc Mafla, Salka’Tuwa; Oduro, Agnes; Wilson, Megan; others",Utilization of Community Science Data to Explore Habitat Suitability of Basal Termite Genera,Insect Systematics and Diversity,5,4,6,NA,Brittany,NA,Africa,Animalia,Arthropoda,Insecta,Blattodea,Reduviidae,Platymeris,rhadamanthus,No,No,NA,NA,NA,Major Data Source,No,NA,"The authors found that a record identified as another species was actually the one under study in this work, so perhaps 'Identification information' should also be included in iNat data type; Brittany: I think you tagged this correctly",Shawan,Shawan,Malawi,Species Distribution/Range,Species Distribution,Observation Data
PRKPSYY2,english,Google Scholar,2022,"Jain, Prakrit; Forbes, Harper; Esposito, Lauren A","Two new alkali-sink specialist species of Paruroctonus Werner 1934 (Scorpiones, Vaejovidae) from central California",ZooKeys,139–188,2,1117,NA,Sam,NA,South America,Animalia,Chordata,Reptilia,Squamata,Viperidae,Porthidium,lansbergii,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Flo,Levi,Colombia,Species Distribution/Range,Species Distribution,Observation Data
PRN62U69,english,Google Scholar,2020,"Farrell, Ron; Hanke, Gavin; Veljacic, David","First verified sighting of a Western Fence Lizard (Sceloporus occidentalis) in British Columbia, Canada",The Canadian Field-Naturalist,210–212,3,134,NA,Flo,British Columbia,North America,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,occidentalis,Yes,No,NA,NA,NA,Minor Data Source,No,NA,"Difficult to know how many records from iNat they used, but in any case it could be consider Major. The correct journal name is ""La Chiricoca""",Baasanmunkh,Munkh,Canada,Species Distribution/Range,"Species Distribution, Descriptive",Observation Data
PRX839LD,english,Google Scholar,2021,"Kittelberger, Kyle D; Hendrix, Solomon V; Şekercioğlu, Çağan Hakkı",The Value of Citizen Science in Increasing Our Knowledge of Under-Sampled Biodiversity: An Overview of Public Documentation of Auchenorrhyncha and the Hoppers of North Carolina,Frontiers in Environmental Science,710396,17,9,NA,Jackson,Dominican Republic and the insular Caribbean,North America,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Spilostethus,pandurus,No,Yes,NA,NA,NA,Major Data Source,No,NA,NA,Flo,Marina,Dominican Republic,Species Distribution/Range,Descriptive,Observation Data
PS2JEN6A,english,Google Scholar,2020,"Bond, Jason E; Hamilton, Chris A; Godwin, Rebecca L; Ledford, Joel M; Starrett, James","Phylogeny, evolution, and biogeography of the North American trapdoor spider family Euctenizidae (Araneae: Mygalomorphae) and the discovery of a new âendangered living fossilâalong Californiaâs central coast",Insect Systematics and Diversity,2,5,4,"iNaturalist informed sampling location and timing, but specimen may not have been found without the iNaturalist report, so I am considering this as relevant.",Brittany,NA,North America,Animalia,Arthropoda,Arachnida,Araneae,Euctenizidae,Cryptocteniza,kawtak,No,No,NA,NA,NA,Could Not Determine,No,NA,inat was used to find the species location and then they went out and trapped for analysis. So I marked this as 'species discovery',Corey,Corey,United States of America,Species Discovery,Other,Observation Data
PS8HSYN5,english,Google Scholar,2020,"ATHA, DANIEL; RALL, SARA",FIRST REPORT OF PERSICARIA POSUMBU (POLYGONACEAE) FOR NORTH AMERICA,Phytoneuron,001-7,2,86,NA,Brittany,NA,North America,Animalia,Chordata,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,Major Data Source,No,NA,NA,Flo,Colleen,Mexico,"Species Distribution/Range,
Data Quality/Comparison",Species Distribution,Observation Data
PSGJH3R4,english,Google Scholar,2018,"De Greef, Stéphane; Estrada-Álvarez, Julio C","First record of Capucina patula (Walker, 1871)(Blattodea: Blaberidae: Zetoborinae) for Panama; a new location to understand its distribution",Revista cientifica Centros,68–73,1,7,NA,Thomas,C�rdoba,North America,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Capucina,patula,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Levi,Levi,Panama,Species Distribution/Range,Descriptive,Observation Data
PUK2AIFQ,english,Google Scholar,2023,"Aranguren, María Florencia; Velasco, Melina Alicia; Trofino-Falasco, Clara; Pizzarello, María Gimena; Vera, David Gustavo; Berkunsky, Igor","Mammals of the Tandilia Mountain system, current species inhabiting Pampean highland grasslands",Neotropical Biology and Conservation,13–29,1,18,NA,Brittany,Tandilia Mountians,South America,Animalia,Chordata,Mammalia,Hemiptera,Rhopalidae,Boisea,trivittata,Yes,Yes,NA,NA,NA,Minor Data Source,No,NA,The project is 'Chinches de Chile/Heteroptera of Chile' https://www.inaturalist.org/projects/chinches-de-chile-heteroptera-of-chile,Brittany,Brittany,"Argentina, Uruguay, Brazil",Species Distribution/Range,Species Distribution,Observation Data
PUSBMBGJ,english,Google Scholar,2019,"Barthélémy, CHRISTOPHE; Olmi, Massimo; others","Checklist of Dryinidae and Sclerogibbidae (Hymenoptera, Chrysidoidea) from Hong Kong",Zootaxa,529–548,3,4615,NA,Corey,Hong Kong,Asia,Animalia,Arthropoda,Insecta,Hymenoptera,"Dryinidae, Sclerogibbidae",Chinavia,musiva,No,No,NA,NA,NA,Minor Data Source,No,NA,The project is 'Chinches de Chile/Heteroptera of Chile' https://www.inaturalist.org/projects/chinches-de-chile-heteroptera-of-chile,Levi,Levi,People's Republic of China,"Species Distribution/Range, Biodiversity/Population Assessment","Species Distribution, Descriptive",Observation Data
PVIWIE2W,english,Google Scholar,2023,"Cai, Zhenhuang; Xie, Guo-Sen; Huang, Xingguo; Huang, Dan; Yao, Yazhou; Tang, Zhenmin",Robust learning from noisy web data for fine-Grained recognition,Pattern Recognition,109063,4,134,NA,Brittany,NA,South America,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,caementarium,No,No,visual classification,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,Peru,Other,Image Analysis,Imagery
PWAEMBRR,english,Google Scholar,2020,"Glon, Heather; Daly, Marymegan; Carlton, James T; Flenniken, Megan M; Currimjee, Zara",Mediators of invasions in the sea: life history strategies and dispersal vectors facilitating global sea anemone introductions,Biological Invasions,3195–3222,11,22,NA,Shawn,Buenos Aires,South America,Animalia,Cnidaria,Anthozoa,Actiniaria,Hesperiidae,Dardarina,gaucha,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Thomas,Thomas,Argentina,Species Distribution/Range,Species Distribution,Observation Data
PWKEHV4L,english,Google Scholar,2021,"Urbanavichene, I.N.; Urbanavichus, G.P.",Additions to the lichen flora of the Kologriv Forest Reserve and Kostroma Region,Turczaninowia,28–41,2,24,Brittany accessed and found relevant (see Ueda citation in text),Shawn,Kostroma,Asia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia,ericetorum,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Simon,Simon,Russia,Species Distribution/Range,Descriptive,Observation Data
PXA3G3G7,english,Google Scholar,2021,"Collins, Nancy; Coronado-González, Isabel Margarita; Rocha-Sánchez, Aurora Y; Govaerts, Bruno; Hershberger, Wilbur",Oecanthus rohiniae sp. nov.(Gryllidae: Oecanthinae),Journal of Orthoptera Research,7–16,1,30,NA,Jackson,Libertador General Bernardo O�Higgins,North America,Animalia,Arthropoda,Insecta,Orthoptera,Oecanthidae,Oecanthus,rohiniae,No,No,NA,NA,Recordings,Minor Data Source,No,NA,NA,Simon,Simon,Mexico,"Species Distribution/Range, Species Discovery",Descriptive,"Observation Data, Imagery, Other"
PXDQ45T5,english,Google Scholar,2021,"Forero, Dimitri; Meja-Soto, Andrs","A striking sexually dimorphic new species of Castolus (Hemiptera: Heteroptera: Reduviidae) from Colombia, with new records from Neotropical countries and taxonomic notes on the genus.",Zootaxa,538–560,4,5048,Brittany accessed and found this paper is relevant : https://mapress.com/zt/article/view/zootaxa.5048.4.4/45615,Shawn,Rajasthan,"South America, North America",Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Castolus,canace,No,No,NA,NA,NA,Major Data Source,No,NA,"The study is focused on Colombia, but pulls data from iNaturalist from many neotropical countries",Brittany,Simon,India,"Species Discovery, Species Distribution/Range, Biology/Behavior",Descriptive,"Observation Data, Imagery"
PXIJF2B9,english,Google Scholar,2018,"Jedersberger, Jan; Stern, Christian; Wykstra, Mary; Schaab, Gertrud",Supporting the Monitoring of Cheetahs in Kenya by Mobile Map Apps,Geospatial Technologies for All: Selected Papers of the 21st AGILE Conference on Geographic Information Science 21,169–188,2,47,NA,Corey,Buenos Aires,Africa,Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,jubatus,Yes,No,Platform comparision,NA,NA,Minor Data Source,No,NA,"The article talks about using iNaturalist for cheetah points, mentioning it in a tool concept, not in reference to anything of importance. It is mainly focused on the new application that the authors are working on.",Levi,Levi,Kenya,Other,Descriptive,Observation Data
PXVD5L25,english,Google Scholar,2019,"Fraser, Devaughn L; Ironside, Kirsten; Wayne, Robert K; Boydston, Erin E",Connectivity of mule deer (Odocoileus hemionus) populations in a highly fragmented urban landscape,Landscape Ecology,1097–1115,4,34,NA,Corey,Nuevo Le�n,North America,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Baasanmunkh,Munkh,Mexico,"Species Distribution/Range, Biodiversity/Population Assessment","Descriptive, Species Distribution",Observation Data
PXYXWB85,english,Google Scholar,2018,"Andrews, Sherri; Ho, Nancy Kim Pham",Barcoding a Lionfishâs Last Meal: A Citizen Science Research Project for the Classroom,NATIONAL MARINE EDUCATORS ASSOCIATION,7,1,4,"edge case, please check; yes for now",Thomas,Florida,North America,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Pterois,volitans,Yes,Yes,NA,NA,NA,Could Not Determine,No,NA,"I don't believe iNaturalist is used in the frame that the other studies use it in. It literally just logs the stomach contents of red lionfish into iNaturalist. It does not use observation data for it, or anything like that. Brittany: normally I would say this is not relevant, but the study is describing a stomach contents study that uses iNaturalist for a classroom project where the use of iNaturalist is an important discussion point",Levi,Levi,United States of America,Biology/Behavior,Descriptive,Identification Data
PYAC3A2E,english,Google Scholar,2019,"Kobisi, Khotso; Seleteng-Kose, Lerato; Moteetee, Annah","Invasive alien plants occurring in Lesotho: Their ethnobotany, potential risks, distribution and origin",Bothalia-African Biodiversity & Conservation,1–11,1,49,NA,Corey,Lesotho,Africa,Plantae,Tracheophyta,Insecta,Psocodea,"Pediculidae, Pthiridae",NA,NA,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Baasanmunkh,Munkh,South Africa,"Species Distribution/Range, Biodiversity/Population Assessment","Species Distribution, Descriptive",Observation Data
PYAX8U78,english,Google Scholar,2021,"Penczykowski, Rachel M; Sieg, R Drew",Plantago spp. as models for studying the ecology and evolution of species interactions across environmental gradients,The American Naturalist,158–176,1,198,NA,Shawn,Madrid,Europe,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,NA,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Simon,Simon,Spain,"Species Distribution/Range, Biology/Behavior",Descriptive,"Observation Data, Imagery"
PYDPU2LE,english,Google Scholar,2018,"Shultz, Jeffrey W","A guide to the identification of the terrestrial Isopoda of Maryland, USA (Crustacea)",ZooKeys,207,801,27,NA,Thomas,Maryland,North America,Animalia,Arthropoda,Malacostraca,Isopoda,Limacidae,Limacus,flavus,No,Yes,NA,NA,NA,Major Data Source,Yes,NA,https://www.inaturalist.org/projects/maryland-biodiversity-project,Quentin,Quentin,United States of America,Species Distribution/Range,Species Distribution,Observation Data
PYS33E2I,english,Google Scholar,2021,"Geest, Emily A; Baum, Kristen A",Environmental variables influencing five Speyeria (Lepidoptera: Nymphalidae) speciesâ potential distributions of suitable habitat in the Eastern United States,Environmental Entomology,633–648,3,50,NA,Thomas,Choc�,South America,Animalia,Arthropoda,Insecta,Lepidoptera,Megalopygidae,Podalia,orsilochus,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Flo,Marina,Colombia,Species Distribution/Range,Species Distribution,Observation Data
PYZRJH5V,english,Google Scholar,2022,"Mori, Emiliano; Bini, Alessandro; Viviano, Andrea; Bartolommei, Paola; Mazza, Giuseppe",Distribution of introduced American mink in the Northern Apennine area (Central Italy),Mammalia,266–270,3,86,NA,Brittany,Canary Islands,Europe,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Amicta,NA,Yes,No,NA,NA,NA,Minor Data Source,No,NA,I tagged 'Species of conservation concern: yes' because the species is endemic to the area,Flo,Mark,Spain,Species Distribution/Range,Descriptive,Observation Data
PZEKHEVE,english,Google Scholar,2018,"Assou, Délagnon; Segniagbeto, Gabriel H; Radji, Raoufou; Akiti, Jacques; Pando, Francisco",Monitoring data of marine turtles on the Togolese coast during 2012â2013,ZooKeys,109,779,30,NA,Thomas,Andalusia,Africa,Animalia,Chordata,Reptilia,Testudines,"Cheloniidae, Dermochelyidae","Chelonia, Dermochelys, Lepidochelys","mydas, coriacea, olivacea",Yes,No,NA,NA,NA,Minor Data Source,No,NA,"This study is also focused on the global distribution of the species, but I left Andalusia/Spain as region/country because the main focus is there",Quentin,Quentin,Togo,Biodiversity/Population Assessment,Population Measure,Observation Data
PZHLLG74,english,Google Scholar,2022,"Gereschi, Valeria; Galli, Loris; Borgo, Enrico","Studies on the Rose-ringed Parakeet Psittacula krameri colony of Genoa (Liguria, NW Italy)",Avocetta,19-28,31/12,46,NA,Brittany,Liguria,Europe,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Psittacula,krameri,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,Italy,Species Distribution/Range,Descriptive,Observation Data
Q2543BR8,english,Google Scholar,2021,"Giribet, Gonzalo; Moreno-González, Jairo A",Notes on brooding in the arachnid order Schizomida,The Journal of Arachnology,410–414,3,49,Brittany accessed and found this relevant,Shawn,Huila,South America,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Surazomus,aurantiivertex,No,No,NA,NA,NA,Minor Data Source,No,NA,I tagged 'Species of conservation concern: yes' because the species is endemic to the area,Simon,Simon,Colombia,Biology/Behavior,Image Analysis,Imagery
Q2YGIPIL,english,Google Scholar,2021,"Meeds, Andrew W; Plagens, Michael J","Populations of the invasive Mediterranean red bug, Scantius aegyptius (Linnaeus, 1758)(Hemiptera: Heteroptera: Pyrrhocoridae), now widely established around Phoenix, Arizona, USA",The Pan-Pacific Entomologist,129–138,3,97,In doubt: they sample in an area to confirm the presence that was first detected on iNat; Brittany: I agree that this is relevant,Shawn,Arizona,North America,Animalia,Arthropoda,Insecta,Hemiptera,Sphecidae,Sceliphron,caementarium,No,Yes,NA,NA,NA,Major Data Source,No,NA,NA,Brittany,Simon,United States of America,"Species Distribution/Range, Biology/Behavior",Species Distribution,Observation Data
Q33KILEU,english,Google Scholar,2021,"Gillott, Cedric",The Black Witch Moth-A Rare Prairie Visitor,Blue Jay,28–29,2,79,obs used,Mark,Alberta,North America,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Ascalapha,odorata,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Sam,Sam,Canada,Species Distribution/Range,Descriptive,Observation Data
Q33WJJZM,english,Google Scholar,2023,"Kajee, Mohammed; Dallas, Helen F; Swanepoel, Aneri; Griffiths, Charles L; Shelton, Jeremy M",The Freshwater Biodiversity Information System (FBIS) fish data: a georeferenced dataset of freshwater fishes occurring in South Africa.,Journal of Limnology,NA,1,82,https://www.jlimnol.it/index.php/jlimnol/article/view/2133/1922,Brittany,Tamaulipas,Africa,Animalia,Chordata,Actinopterygii,Coraciiformes,Alcedinidae,Chloroceryle,aenea,Yes,Yes,NA,NA,NA,Could Not Determine,No,NA,NA,Brittany,Brittany,South Africa,Species Distribution/Range,"Species Distribution, Descriptive",Observation Data
Q432RZS3,english,Google Scholar,2023,"Krueger, Thilo; Robinson, Alastair; Bourke, Greg; Fleischmann, Andreas","Small Leaves, Big Diversity: Citizen Science and Taxonomic Revision Triples Species Number in the Carnivorous Drosera microphylla Complex (D. Section Ergaleium, Droseraceae)",Biology,141,1,12,NA,Brittany,Western Australia,Oceania,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Droseraceae,Drosera,lividalis,Yes,No,NA,NA,NA,Major Data Source,No,NA,NA,Thomas,Thomas,Australia,"Species Discovery, Species Distribution/Range","Descriptive, Species Distribution",Observation Data
Q45N8LQ6,english,Google Scholar,2022,"Fourcade, Yoan; Winsor, Leigh; Justine, Jean-Lou",Hammerhead worms everywhere? Modelling the invasion of bipaliin flatworms in a changing climate,Diversity and Distributions,844–858,4,28,"The correct title is: ""Redescripci�n de Metagyndes roeweri (Soares & Soares, 1954) nov. comb. (Laniatores: Gonyleptidae: Pachylinae), con comentarios sobre el g�neroMetagyndes Roewer, 1913""; Brittany: fixed title",Brittany,NA,Global,Animalia,Platyhelminthes,Arachnida,Tricladida,Geoplanidae,Bipalium,roeweri,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Corey,Corey,Global,"Species Distribution/Range, Climate Change/Environmental Impact",Species Distribution,Observation Data
Q4P78JUL,english,Google Scholar,2020,"Laport, Robert G; Smith, David; Ng, Julienne",Remnant American chestnut (Castanea dentata) near the historical western range limit in southwestern Tennessee,Castanea,232–243,2,85,NA,Brittany,Tennessee,North America,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,dentala,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Marina,United States of America,Species Distribution/Range,Species Distribution,Observation Data
Q4PM9H2Y,english,Google Scholar,2022,"Iknayan, Kelly J; Wheeler, Megan M; Safran, Samuel M; Young, Jonathan S; Spotswood, Erica N","What makes urban parks good for California quail? Evaluating park suitability, species persistence, and the potential for reintroduction into a large urban national park",Journal of Applied Ecology,199–209,1,59,NA,Brittany,NA,South America,Animalia,Chordata,Aves,NA,NA,NA,NA,Yes,No,NA,NA,NA,Could Not Determine,No,NA,"Difficult to know how many records from iNat they used, but in any case it could be consider Major",Flo,Mark,Chile,"Climate Change/Environmental Impact,
Biodiversity/Population Assessment,
Species Distribution/Range","Population Measure,
Species Distribution",Observation Data
